,review,sentiment
24296,"Terrible. The only way I could even begin to consider it funny is if it made fun of itself. ""Amazing. It's about an ass that fights crime. And he drinks/smokes! How very funny! It's funny because where most people put things in their mouth, he puts them in himself! And now he's getting sexual service from some lady! This show is so great!"" That is what I would have to say if I liked the show, though I'm sure you can see the obvious sarcasm. I've noticed some people have been comparing this show to 12 oz. Mouse and Squid Billies. Why would you even try? There's nothing to compare. The other two shows actually have some decent character development. In conclusion, I hate Assy Mcgee. I twinge at the name of it.",negative
47069,"My one-line summary hints that this is not a good film, but this is not true. I did enjoy the movie, but was probably expecting too much.<br /><br />Adele, who is solidly portrayed by Susan Sarandon, did not come off as a very likable character. She is flighty and irresponsible to what would be an unforgivable degree were it not for the tremendous love she has for her daughter. This is the one thing she knows how to do without fail. Adele's daughter, Anna, is a sad girl who is so busy making up for her mother's shortcomings that she does not seem to be only 14-17 years old. This, of course, makes Natalie Portman the perfect choice to play Anna since she never seems to be 14- 17 years old either. Portman pulls this role off with such ease that you almost forget that she has not been making movies for 20 years. Yet, even with the two solid leads, Wayne Wang never seems to quite draw the audience in as he did with The Joy Luck Luck and even more so with Smoke. Though I have not read the book, the film feels as if it has made necessary changes to the story to bring it to the big screen, changes which may drain the emotional pungency of the story. I enjoyed the film for the fun of watching two wonderful actresses do their work, but I never got lost in the experience and I never related to their plight.",positive
17054,"The unthinkable has happened. Having first witnessed it a few years ago, I have had a film that has been my benchmark for awfulness and that film was called ""McCinsey's Island"". A family adventure movie with Hulk Hogan and Grace Jones (I'm not making this up), it plunged to new depths of movie making and is still the only film I've seen that made me wonder what else the film's budget could have been spent on. Like new schools or cancer-treating drugs. However, for sheer and unadulterated levels of crap, any film will be having to lower their standards even lower if they wish to trump ""Guest House Paradiso"" to the distinction of being one of the very worst movies I've ever had to watch.<br /><br />Based loosely around the puerile but amusing TV show ""Bottom"", this film introduces us to two of the biggest losers imaginable. Richard (Rik Mayall) is a hotel manager, as unfriendly as anyone you can imagine and so twistedly lecherous as to almost ooze slime from every action. His buddy Eddie (director Adrian Edmondson) is an alcoholic waste of human life and together, they try to run Britain's worst hotel situated upon a cliff-top next to a nuclear power station. Between them, they indulge in cartoony violence (with sound effects) at regular intervals, steal anything remotely valuable or interesting from the fools who stay there and stare longingly at any woman at all. The plot, such as it is, involves the arrival of fabled Italian screen goddess Gina Carbonara (Vincent Cassel) who is fleeing from her wedding and attempts to lay low at the Guest House Paradiso, much to the astonishment of Richie and Eddie. And... that's it.<br /><br />I used to think that the Carry On films represented everything bad about the UK film industry and God knows, we've spent so much time and money trying to escape that god awful legacy. We've had films like ""Trainspotting"", ""28 Days Later"", ""Four Weddings And A Funeral"" and the brilliant ""Shaun Of The Dead"" (also starring Simon Pegg) but this... this drags those films screaming and kicking back to the days of Sid James and Barbara Windsor's top flying off with the aid of a bicycle whistle. ""Guest House Paradiso"" is so low in its ambition that it insults you the minute you watch it. I kept watching, waiting in anticipation for the jokes to start but they never came. Just an endless stream of trapped knob gags, unimaginative scenarios that defy explanation, slightly amusing violence with frying pans and fridge doors and almost nothing raising so much as a smirk. Come the first ad break (it was on TV, you see) and I was ready to switch off but my loyal duties to you, my readers, kept me going. ""I'm watching this so they don't have to"" became my mantra so you guys better remember how much you owe me for this because this was about as much fun as having sand kicking into my eyes and being force-fed dog food.<br /><br />Trust me, I used to love the ""Bottom"" TV show. The combination of suitably grubby acting from Mayall and Edmondson with OTT juvenile humour worked... for half an hour every week. Certainly not for an hour and a half, as Edmondson and Mayall indulge themselves in their little private joke and bore and depress the rest of the audience. Honestly, this makes Mayall's ""Drop Dead Fred"" seem like ""The Godfather"" and should you happen to meet either of these two people (who are pretty much solely responsible for the chaos on screen pretending to be a movie), feel free to swiftly deliver a boot to their testicle region. They'd probably enjoy it. Pegg and Bill Nighy (both as guests at the hotel) are dragged down with this sinking ship but at least they survived. Mayall and Edmondson should not be so lucky. The movie equivalent of Chernobyl and should be avoided as such.",negative
20055,"Imagine that I was about to miss this great cultural event on Swedish TV last night, and it was only because my girlfriend insisted on keeping the TV on (to make it easier for her to fall asleep!) that I came across it (yes I had seen an advert for it previously but of course forgotten about it and looked forward to an 'early night'...).<br /><br />Anyway - this must surely be a rather unusual idea - to base a film documentary on an interview made with sound only more than 30 years ago. But with animated and other documentary film material it adds up to a really good and insightful portrait of one of the 20th centuries' most appreciated literary artists - Georges Remy a.k.a Hergé.<br /><br />I for sure will read my Tintin albums with a different eye after having seen this film, which makes it easier to connect the variations in style as well as content with the different periods in Hergé's life (and I can tell you that I will a.s.a.p get the few that I don't have). Of course my perception of the albums has changed over the more than 25 years that I have already been reading them, as has my view about what albums are my favourites, but this adds (at least) one more dimension to them.",positive
35216,"I saw Dark Harbor at the '98 Seattle Film Festival. Filmed against a autumnal Maine backdrop, this movie boasts an excellent cast and a plot that keeps you guessing throughout. At times eerie, at times funny, I have to say that it stayed with me for days after seeing it. Rickman and Walker are wonderful as the icy marrieds and Reedus is someone you'll be hearing more from, I'm sure. The opening shot of a winding, deserted road in a downpour at dusk (and the score that accompanied it) set the tone so well -- just terrific. Nice, nice work from a new-ish director/screenwriter and his talented crew.",positive
4266,"This is the first movie i've seen of John Singleton and he is a pretty good director. The movie starts out with a bunch of incoming freshman and it shows what happens to several of them. Omar Epps plays a track star with a partial scholarship and having a hard time keeping up with his work. He is friends with Ice Cube and beings dating Tyra Banks. Kristy Swanson is a rich girl who is date raped and becomes friends with Jennifer Connelly, who is a lesbian, and isn't sure about which way to go. Michael Rapaport is a kid from Idaho who falls in with a group of Neo-Nazis and their leader is Cole Hauser. Those are the three main characters and Laurence Fishburne is a political science professor who tries to help them. It's a great film and it's unfortunate that the studio had to make several cuts to the movie.",positive
8667,"Hollywood's attempt to turn Jack London's life into a ""Jack London"" adventure film isn't a bad idea; certainly, he led an interesting, and sometimes adventurous, life. This film, however, winds up flat and unsatisfying. Most importantly, it lacks integrity. Michael O'Shea (as London) has some Londonesque speeches; and, it's nice to see his bearded Jack receive ""The Call of the Wild"" after spending some quality time alone, in the snowy mountains, with his dog, ""Buck"". Virginia Mayo and Susan Hayward are both very pretty. The film draws unfortunate ""Yellow Peril"" parallels between London's life and World War II, which are both strained and insulting. <br /><br />** Jack London (11/24/43) Alfred Santell ~ Michael O'Shea, Susan Hayward, Virginia Mayo",negative
41691,"Genre: Cartoon short with no dialogue, African girl and lion.<br /><br />Main characters: Inki, the lion and the minah bird. <br /><br />What happens: A lion wants to eat an African girl called Inki. There is also a rather confusing Minah bird. Is he on Inki's, or the lion's side..?<br /><br />Message: Erm<br /><br />My thoughts: I agree with Lee Eisenberg, this is rather mean on poor African people!! :-( I like how the main character, Inki (who is an African girl) is quite a nice main character, but they still portray her rudely and make a younger audience not like her very much just because she's HUNTING!! GRRR CHARLES M. JONES!! I don't like the lion very much and I think the minah bird is ALL RIGHT (I suppose). Personally I prefer Charles M. Jones's Looney Tunes cartoons in the future.<br /><br />If you want to watch this anyway, then I recommend the website YouTube. Just type in ""Inki"" on the space in the main page and you're there. <br /><br />I wish Charles M. Jones had been nicer to Inki in this short. So there. <br /><br />Recommended to: People who are interested in old cartoons and/or people who are just messing around on You Tube.",negative
23691,"A Brief History of Time is not only a documentary on the beginning and the ending of the universal and reality as we know it, this is a story about the man and the genius known as Stephen Hawking. It is his story that reflects the story of time and change throughout the history of the universal. The style of the documentary / editing style of the interviews begin and end with a quick fade to black. Almost like blinking in between segments and interviews, the documentary gives you an odd feeling like this is the view point of Stephen Hawking and not the eye of the camera. The running time is only a little longer than an hour. It is a short story, then again, its subject matter could be talked about for days and days. An interesting and proud story.",positive
26111,"It's very easy to figure out why The New Professionals was a dud, at least in New Zealand: it didn't just follow in the footsteps of the original, it followed Bodyguards, which out-Professionaled the show considerably with its boss-and-two-agents formula. Cmdr McIntyre was a latter-day George Cowley: tough on his team, but one who would defend them to the death against others. The shadow the show cast was huge.<br /><br />Well, not as huge as it should have been in the UK. Here, it was networked in prime-time. It was even marketed in the promos as, 'They are the professionals.' Someone else obviously noticed the difference. We were fortunate enough not to have this show released in different regions at different time slots.<br /><br />It was the high production values that sealed the deal for me. As other reviewers have noted, it followed the great British tradition of the one-hour actioner, but blended in personal elements at the same time. There's a slight undercurrent of something developing between Liz and Ian, though that never distracted one from the real plot. Most episodes were based around inflammatory diplomatic incidents, the sort of thing that helps Spooks along from time to time.<br /><br />Unlike many 2000s shows, the plot was not sacrificed at the expense of fancy-pants photography or over-stylish direction. Directors like Christopher Young kept the pace up and did their job. They made use of good locations, making Bodyguards slicker than if it had been shot on back roads and alleyways. It was contemporary, it would still stand up beautifully today, and it was one of the better examples of the British actioner in the 1990s, showing that the UK can still do them better than anyone else.<br /><br />Maybe except for the Germans and their Cobra 11.",positive
12105,"Watching it now it's still as skanky and sexist as I remember. comes from a time when girls were ""Dolly Birds"" and basically men's playthings. It's hard to take in that it is from the Hammer studios and the fact it's available on DVD when good films are not. Our nations shame where the working class are portrayed as work shy layabouts or worse! Trouble is you can't help feeling nostalgic for a Clippie on a bus. Try to hold your stomach contents when you see Olive in a fluffy? Blue ""saucy"" nightie or something similar like Shirley Bassey used to wear for a concert in 1972. Warning this film shows the illegal practice of towing a motorcycle combo by a red double decker bus, which I've been informed is not a Routemaster but a Bristol.<br /><br />Look just don't bother watch something decent instead like Porridge or Dad's Army...or a fly crawling up a wall.",negative
17242,"Let me start out by saying that I am a huge fan of Abbie Hoffman and have read Steal this Book and Steal this Urine Test. Also am a even bigger Jerry Rubin fan. But his movie was a discusting pile of rubbish that made a very PG version of Abbie Hoffman. The director took no chances into making Abbie Hoffman interesting in this movie. They despicted Stew Albert as a F***ing cartoon chjaractor devoid of intellegence, the man was a proffesor at Berkley for christsakes. Ok they did a horrid casting job for Anita Hoffman, did a Horrible job casting for the Jerry Rubin character. I just guess the movie doesnt fit the news flashes that I have seen of Abbie or the books that he wrote. The movie just didnt fit and upset me. Oh yeah and theat is the absolute worst voice over I have ever heard of Richard Nixon. This is one of the few movies that I have ever rented that I could not sit all the way through because, I have a passion for Abbie Hoffman and his discruntled band of Yippies and this movie was just plain badly done. And it hurt me that now when people see a movie about the yippies they will see a terrible adaptation, and not get a true sense of reality. Instead they get a hollywoodized palanthra of crap.<br /><br />",negative
43521,"I can just about understand why some people might wish to stress this film's link with the Eighties but I really wouldn't say it's an accurate depiction of most peoples' lives in that era - even on the poorest Bradford estates. It is however typical of the blunt agitprop rubbish the dear old Royal Court Theatre was churning out at that time. Plenty of 'right-on' artistry for small, small audiences but enough well-connected backslapping to ensure future commissions for turgid playrights. IThe simple fact is that if you want to reflect upon truer common experience you'll find millions more nodding in knowing agreement to love and live as depicted in 'Gregory's Girl'. <br /><br />I would be tempted to call this a 'kitchen sink' drama but that would be doing a great disservice to the plumbing industry. However, as far as having a decent script is concerned, this film is indeed all washed up. For some reason it has accrued an odd following amongst Guardian reading film-goers - I can only assume they get a visual frisson out of pretending to slum it. Steer clear my friends. It is a poor film with a poor script that likes to think it is breaking boundaries by adding humorous insights into grim life on the estates. it isn't..but it is grim. Do the washing up instead.",negative
41450,"The bearings of western-style Feminism on the various subcultures of India have hitherto remained largely non-existent, the two entities belonging to alien realms and threatening (in the name of tradition) never to coincide. Art imitates life (or so the claim goes) and popular Hindi cinema is no exception, reflecting an underlying misogyny which, regrettably, forms the foundation of much of the collective Indian culture. But why? What is it about the female gender that has rendered it so hateful to the culture that women are routinely subject to the most unimaginable horrors, including rape, murder, infanticide, imposed illiteracy, infidelity, and the subjugation of spirit that goes under the name of 'dowry'? Rajkumar Santoshi's latest offering, ""Lajja"", asks the same plaintive question, linking the atrocities committed against women through three separate chapters/episodes which comprise the journey of shame endured by its protagonist, Vaidehi (Manisha Koirala).<br /><br />Direction on Santoshi's part is not up to par with the level the story demands. He fails to achieve the necessary sensitivity in depicting the saga of sadness and confronts the issue of misogyny from the side, instead of head-on. Santoshi has recently said that he did not make the film for an international film festival, but rather for the masses of his country. Regrettably, the tackiness shows, and the film too often delves into the action-blood-gore genre that Santoshi specializes in. The film suffers from its jerky, episodic pace and its ending is rather too contrived.<br /><br />The female cast is given much kinder and more rounded characterizations than their male counterparts. The protagonist is played sensitively by the luminescently beautiful Manisha Koirala who proves in Lajja that she is one of our time's more competent leading ladies, and given a proper role and set up, emerges with a truly commendable performance. One wonders how brilliantly she may have shone had the film been made by a director with the appropriate creative intention and appreciation of the issue at hand. Mahima Choudhary puts in a laudable performance and continues to show that she is an untapped talent. Cast as Janki, Madhuri Dixit performs with a never-before-seen fervor and felicity for what truly deserves the name of 'acting.' The role of a street smart performer who finds solace in alcohol and the promise of an unborn child stands as the greatest risk in her cannon of song-n-dance roles which have maintained her marquee status over the past decade. Which leaves the final and most disturbing performance in this would-be feminist saga, that of the ceaselessly talented Rekha. Lajja is Manisha Koirala's film, there can be no doubt about that, but it is Rekha who dominates the proceedings in a performance that digs into your bones and sends echoes of terror through the vestibules of your heart. Rekha dazzles as Ramdulari, foregoing vanity and complacency to deliver a performance that is so replete with authenticity and ingenuity that emotional nudity becomes the mantra of this portion of the film. Comparisons are indeed odious, especially when rendered opposite one of the world's great leading ladies, but in the gracious presence of this reigning screen legend the others fade in her shadow.<br /><br />""Lajja"" has none of the sophistication of proto-feminist dramas like ""Zubeidaa"", ""Pinjar"", or even the Hell-Queen celebration ""Laadla"": it fulfills its feministic goals in two early moments:the loud tirade in which Mahima berates her in-laws for their abuse of her father who has committed no other crime than given birth to a girl. She erupts, leaving the wedding procession in shambles. Seeing her father devastated, she begins to weep, blaming herself for the chaotic destruction in front of her. She bemoans, ""Why did I say anything? I have ruined everything! It is all my fault!"" Her grandmother, witnessing silently the abuse she bore, comforts her by saying, ""Why are you crying? There is no reason for you to be crying. You are not at fault for anything. The fault is mine. The fault is of every woman who came before you, because if we had had the courage to say in our day what you have said today, there would have been no need for you to say anything today."" In this scene the importance of the Feminist Legacy is laid plainly in sight through words.<br /><br />The other, more subtle moment comes very early in the film when Vaidehi (Manisha) has fled from her abusive husband to the refuge of her parents' home in India. To viewers of western societies, it may seem perfectly reasonable (indeed, natural) that any abused woman would seek the protective guardianship of her parents; this, however, is a societal taboo in many eastern cultures, India among them. Once a woman has been married, the identity she assumes is that of her husband and his personal assets (family, business, children, etc.) For her to turn her back on these responsibilities is a grave social sin, one which truly has no equivalent for the western woman. She is thereafter regarded as tainted and as 'damaged goods', one whose value has been nullified entirely by her own actions and her refusal to submit to the role she has been given. She is not so much an individual as she is an emblem of familial honor. Her father rebukes her for her actions, concerned that his familial honor will be tarnished irreparably by the daughter he had already transferred to another man. His primary concern is that of the impending marriage of Vaidehi's younger sister, a prospect made far less likely with a divorced elder daughter in the same household. He tells her in no uncertain that she must return to the man to whom she lawfully belongs, however violent and sadistic he may be. He levies against her the age old adage that, ""The honor of every home lies in the hands of its daughter."" Quietly and pensively, she replies, ""Yes, the honor of every home lies in the hands of its daughter. But there is no honor for the daughter herself.""",negative
518,"Overall I was rather impressed with the pilot. The initial first fifteen minutes were worrying, as it did feel the creators were trying to create a science fiction version of The O.C but this fear is rectified when a terrorist incident occurs and from here the show steps into themes and situations that I very rarely see television tackle.<br /><br />BSG dealt with themes such as monotheism, existentialism, reality, death and terrorism but they were primarily subtext, there for the viewer to contemplate on or ignore if they so choose. Here on the other hand these subjects are the focus of the show and I personally found myself evoking such works as Ghost In The Shell and The Matrix as reference points while watching and being surprised by how well the themes were being discussed. I think if you are a fan of the two I just mentioned or other films/television shows, which deal with the subjects I referenced, I think you will find at least something here.<br /><br />In terms of a starting point to explain how the situation we know in BSG came about I believe they handled it in a very interesting way, I especially liked how they explained where the Cylon's belief in one God came from and the creation of Caprica had just enough advanced and contemporary technology thrown in to make it appear in the future but not completely alien to us as viewers.<br /><br />The only real weak points I noticed were the relationship between the Greystone parents and the actress who plays 'Lacy Rand'. While I like Eric Stoltz and Paula Malcomson individually, together their scenes seemed to lack chemistry, at this point it could simply be down to developing their characters, but this is something I think needs work. I also found Magda Apanowicz to be unconvincing in her role. This again could be down to experience and time needed to develop, but throughout the episode her acting appeared forced and not completely confident.<br /><br />Based on the pilot I greatly look forward to seeing where 'Caprica' goes in the future and hopefully it will touch the greatness that BSG once did.",positive
8354,"First To Die 2003<br /><br />I'll admit my mistake first: I didn't realize this was a made for TV movie. I was ""thrown off"" by the ""R"" certification. The plot is strong, but the movie is about 40 minutes too long. The direction and continuity were excellent. For the most part the cast was exceptional and did a good job with their characters. The down side of the movie is that it definitely falls into the ""chick flick"" genre. Although there are some violent scenes, none of the violence should call for an ""R"" rating. There is no nudity or gratuitous sex scenes. Actually, there are no sex scenes. Ona Grauer (who is absolutely beautiful), Kristina Copeland, Sonya Salomaa, and Glynis Davies were all guests on the SG-1 series, but this movie did nothing to advance their careers since they were all used as low level supporting actresses. Robert Patrick was fantastic, as he usually is and Mitch Pileggi made me think of a modern day Lee Marvin. The very talented Megan Gallagher who I came to respect as an actor during the Millennium series, was given nothing challenging to show her range of abilities. The greatest disappointment with regard to the cast was Tracy Pollan. Aside from being a below average actress and not particularly attractive, her voice is absolutely annoying. I found myself muting the TV during her dialogue. I would recommend this movie to anyone who enjoys the Lifetime TV type of programs. I would not recommend paying any money to see this movie however. Considering I found nothing that would cause censorship, this is a movie that is worthy for only watching on TV, since nothing will be cut out. As a TV movie I would rate this as a 5 out 10. As a feature film with an ""R"" certification and such as strong cast, I rate it as a 2 out of ten.",negative
4174,"Alfred Hitchcock's more assured telling of a film he made twenty-one years earlier is infinitely superior to the original. Hitchcock said himself that his first version was the work of an amateur, and although it certainly isn't a bad film, he does appear to be right. That being said, this remake, although definitely better, still isn't among Hitchcock's best work. That's certainly not to say that it isn't good, it's just more than a little overindulgent, and that drags it down. Hitchcock seems all too keen to drag certain elements out, and these are parts of the film that aren't entirely relevant to the plot, which can become annoying. Some of these dragged out sequences, such as the one that sees James Stewart and Doris Day eating in a Moroccan restaurant are good because it helps establish the different culture that our American protagonists have found themselves in, but for every restaurant scene, there's an opera sequence and it's the latter that make the film worse.<br /><br />The plot follows a middle-aged doctor and his wife that go to Morocco for a holiday with their young son. While there, they meet a French man on the bus and another middle-aged couple in a restaurant. However, things go awry when the French man dies from a knife in the back, shortly after whispering something to the doctor. The holiday then turns into a full blown nightmare when the couple's son is kidnapped, which causes them to cut it short and go to London in order to try and find him. The film has a very potent degree of paranoia about it, and it manages to hold this all the way through. In fact, I would even go as far as to say that this is the most paranoid film that Hitchcock ever made. Like most of Hitchcock's films, this one is very thrilling and keeps you on the edge of your seat for almost the entire duration, with only the aforementioned opera sequence standing out as a moment in which the tension is diffused. There is also more than a little humour in the movie, which gives lighthearted relief to the morbid goings on, and actually works quite well.<br /><br />The original version of this story was lent excellent support by the fantastic Peter Lorre. This film doesn't benefit from his presence, unfortunately, but that is made up for by performances from the amazing James Stewart, and Doris Day. James Stewart is a man that is always going to be a contender for the 'greatest actor of all time' crown. His collaborations with Hitchcock all feature mesmerising performances from him, and this one is no different. (Although his best performance remains the one in Mr Smith Goes to Washington). Stewart conveys all the courage, conviction and heartbreak of a man that has lost his child and would do anything to get him back brilliantly. In fact, that's one of the best things about this film; you are really able to feel for the couple's loss throughout and that serves in making it all the more thrilling. Doris Day, on the other hand, is a rather strange casting choice for this movie. She's definitely a good actress, but she's more associated with musicals and seeing her in a thriller is rather odd (even if she does get to flex her vocal chords a little).<br /><br />As I've mentioned; this is not Hitchcock's best film, but there's much to enjoy about it and although I'd recommend many Hitchcock films before recommending this one, I'll definitely give it two thumbs up as well.",positive
37031,"We have a lake. We have an animated meteor crashing. We have a killer stop-motion dinosaur with flippers. Okay, so let's call this movie THE CRATER LAKE MONSTER. What else can we add? Hmm, two idiots called Arnie & Mitch to define the ultimate definition of ""comic relief"". We also got to have a sheriff who doesn't really do a damn thing in this film and whom nobody listens to. Aw crap, we're over halfway through the movie and we forgot to insert a bad guy! No worries, let's introduce some guy with a moustache, have him rob a store to indicate he's a bad guy, then have him pop up somewhere near the lake, have him chased through the woods and all this for the sole purpose of him ending up as dinosaur snack food. That should work.<br /><br />A complete, clumsy mess, this film. Its logic will twist your mind to force laughter out of you. The first film to feature Dave Allen as a ""stop motion supervisor"". After this one, he joined forces with Charles Band for several years until the the mid-nineties, when Band ran out of money to pay him, I guess. The dinosaur effects are charming and the whole film is pretty damn unintentionally funny. Unfortunately, that's about the only good thing that can be said for it.<br /><br />Good Badness? Yes. The mind-bending logic in the narrative should be enough reason to put it on the list. If not, Arnie & Mitch will do the trick. 3/10 and 8/10",negative
40822,"I was watching this movie and getting increasingly bored with the silly plot that was going nowhere, when suddenly, the story takes a surreal turn for the worse and has an actor playing herself. Oh how I guffawed. Because it's sooooo funny, isn't it? We know Julia Roberts is playing the character of Tess, and here they are, in the film, cracking the joke that the character of Tess looks a bit like Julia Roberts. So Julia plays someone impersonating Julia. How well she does this, we'll never know, because 99.999% of the audience don't actually know Julia Roberts personally (and reading about her in Hello magazine doesn't count). <br /><br />And then Bruce Willis turns up! Apparently, he's Julia Roberts' best friend. Well, he is in the film... how would I know whether or not Bruce Willis and Julia Roberts even know each other? I'm not in the least bit interested in the personal lives of actors - I just pay my money and expect them to do the job they're paid to do. Anyway they start cracking jokes about the plot twist in the film where Willis (rather unconvincingly) plays a psychiatrist... the one with the little kid in it... you know the one? I don't, I've forgotten what it's called. Willis even drops in a comment about how well that film did at the box office - how modest of you Mr Willis!<br /><br />The problem is that, not only are these scenes pointless and horribly horribly self-indulgent, it also remind us, the viewers, that we're simply watching a bunch of actors strutting around and getting paid vast sums of money for very little effort. You see, when I see a movie, I want to suspend disbelief and forget that I'm watching actors - I want to believe in the story I'm watching. When you start pulling the scenery down, mid- movie, you simply ruin the illusion for me.<br /><br />You know that a TV series has jumped the shark when it starts introducing celebrities, playing themselves (stand up and be counted The Simpsons, Friends, etc.), but this is the first time I've seen a movie jump the shark. I usually stay away from movies like that (e.g. Scary Movie, The Naked Gun, etc.). The trouble is, I honestly never thought the Ocean's 11 films would go in this direction. What a shame.<br /><br />So with suspension of disbelief thrown out the window, and the plot now languishing in the movie then cracks the most wicked joke of all on the audience - the heist actually happened way back in the story, and the final 90 minutes or so of the film was pointless posturing. Yes, that's right: Steven Soderwhatsit and his actor friends all get up, point at us the audience and say, ""Ha haaa... you've all been had... thanks for your money!"". Then they give us the single fingered salute.<br /><br />Well, right back at you. I didn't actually pay to see this movie... I downloaded the DVD for nothing. How d'ya like them apples? Now THAT'S a plot twist.",negative
27871,"This is a film about 17th Century Italian artists and one artist in particular, a woman Artemisia, an unheard of profession for females at that time, and she dared to paint the male nude detailing his unique musculature.<br /><br />The camera work is principally indoors for that is where the artists mainly worked. There are some great shots. Close-ups by candle light suggest the beautiful work of the classical painters and it is fascinating to watch the painters and their students supported by elaborate scaffolding brushing in details of religious frescoes. It is not surprising that the artistic elements of the film (costumes,faces, make-up) are quite superbly authentic because the Italian churches have preserved all these details in their frescoes for centuries. The beautiful Artemisia is urged by her father to study under the great Florentine artist, Tassi, who has become expert in the art of perspective and landscape painting (something very new) but the unsuspecting Artemisia is introduced to more than new techniques in painting. After posing for her, Tassi violently rapes her. Her father is outraged. Court proceedings follow.<br /><br />This romantic drama has a fairly simple story with an unsatisfactory ending. The outstanding feature of the film is its artistic presentation and attention to detail. Scenes such as women running across a field with the wind billowing their voluminous clothing add wonderful effects.<br /><br />Artemisia says she paints to please herself; her father paints to please others. As for this film, it will please most, I think.",positive
20669,"Only seen season 1 so far but this is just great!! A wide variety of people stuck on a island. Nobody are who they seem to be and everybody seems to have loads of skeletons in their closets .... it sounds like Melrose Place meets the Crusoe family and why is that so great ? It probably is not but then ad a spoon full of X Files, a dose of ""what"" ?? and a big ""hey"" and a island that is everything You ever dreamed of - in Your freakiest nightmares and You'll be Lost to. The story got so many twists and turns it is unbelievable. Great set up, solid acting with a liberating acceptance that at the end of the everybody is human (well almost everybody ... I think ...)with good and bad sides. But weird oh so weird ...",positive
27327,"This is one of those rare comedies where try as you might, you can't help but giggle, chortle, guffaw and yes, even laugh out loud. The lead actor's performance as Hyde is pure manic genius. See if you can keep a straight face when he does his transformation. Good luck. :) On the downside there are times when the movie does bog down. It seemed longer than its 90 minutes.",positive
26132,"The director states in the Behind-the-Scenes feature that he loves horror movies. He loves them so much that he dedicated the movie to Dario Argento, as well as other notable directors such as George A. Romero and Tobe Hooper. Basically dedicating this movie to those great directors is like giving your mother a piece of sh*t for Mother's Day. The first thing they did wrong was the casting. CAST PEOPLE THAT CAN ACT. Also, don't cast a person that is 40 years old for the role of a misunderstood, 18 year old recluse. That's right, he's been in high school for 22 years. The reactions made by people as they watch their boyfriends get their hearts ripped out is amusing. Or like one part when a guy gets stabbed in the ear with an ear of corn (haha get it), and his girlfriend just goes, ""Oh..my.. God?"" The scarecrow himself is quite a character. Doing flips off cars and calling people losers.<br /><br />The movie does have one redeeming factor... oh wait, no it doesn't.<br /><br />If you absolutely MUST see this movie, than just watch the Rock and Roll trailer on the DVD. It covers about everything and has a really gnarly song dude.",negative
44945,"Fot the most part, this movie feels like a ""made-for-TV"" effort. The direction is ham-fisted, the acting (with the exception of Fred Gwynne) is overwrought and soapy. Denise Crosby, particularly, delivers her lines like she's cold reading them off a cue card. Only one thing makes this film worth watching, and that is once Gage comes back from the ""Semetary."" There is something disturbing about watching a small child murder someone, and this movie might be more than some can handle just for that reason. It is absolutely bone-chilling. This film only does one thing right, but it knocks that one thing right out of the park. Worth seeing just for the last 10 minutes or so.",negative
41140,"Admittedly, you can put a model airplane against a black background and call it sci-fi, and thats enough to get me interested, so if you are like that, Black Horizon will at least get you interested before you watch it. The best part of the movie is when they rehash some actual footage of a shuttle launch.<br /><br />The movie plays like the Naked Gun series, spoofing cop dramas with bad clichés and bad acting. Unfortunately, i don't think they meant to be funny, the actors really are made of cardboard, the dialog really does suck, so well just have to laugh at them, and not with them.<br /><br />On a side note, it is rare to see a movie that takes place half in outer space, half on earth, and doesn't mix in the expected extraterrestrials and supernatural events. I really do ache for more realistic drama based on our space endeavors.",negative
41868,"This show drives me crazy. It goes against everything a family should be, even if it is intended to be a comedy. The show is suppose to follow Dave and Vicky Gold (Michael Rapaport and Anita Barone) as they raise their three teenage children: Hilary, Larry, and Mike. A good premises for a comedy yes but it does not mean it will be a good show.<br /><br />I don't think I've ever heard cruder talk from parents to children and vice versa. The only talk that seems to be in the show is control of children by the parents and sex. I know that sexual intercourse is usually a subject talked about by teenagers often but it is brought up in nearly every episode with no point to it. The one episode I was just watching involved the parents giving their daughter, Hilary a car, not once do you think they are related in anyway by the way they talk to each other and how the parents talk about how Hilary is like ""their slave.""<br /><br />The show fails on the comedy level the most. I haven't laughed at this show once in the numerous times I have attempted to watch it, and I'm a person who gave such films as Animal House and Dumb and Dumber very high marks. Michael Rapaport is a very good actor and why he choose to ruin his career by making this piece of filth show is beyond me. <br /><br />Parents, make sure your children never and I mean never watch this. Teenagers, you'll probably get a laugh out of this just for the blatant sexual references but nothing comes out of it and afterwards you feel rather empty. <br /><br />1 1/2/ 5 Stars.",negative
